measurement_id,component_id,lot_id_cmm,feature_name,nominal_value,upper_tolerance,lower_tolerance,measured_value,measurement_timestamp,cmm_machine_id,inspector_id,result,production_order_id,part_id,lot_id_erp,production_timestamp,quantity,machine_id,operator_id,shift,plant_code,status,pass_flag,z_score,anomaly_z,anomaly_iforest
M0000289,PART-022,LOT-00289,width,10,10.1,9.9,9.98,2/1/2024 3:06,CMM3,QC001,pass,PO000289,PART-022,LOT-00289,2024-01-30 06:06:00,109,M015,OP090,1,PLANT2,completed,True,-0.5721585963923537,False,False
M0000290,PART-009,LOT-00290,flatness,0,0.1,0.0,0.12,1/5/2024 0:55,CMM3,QC005,fail,PO000290,PART-009,LOT-00290,2024-01-03 20:55:00,386,M015,OP005,2,PLANT2,completed,False,-0.8759491520328625,False,False
M0000291,PART-013,LOT-00291,width,10,10.1,9.9,10.002,1/4/2024 4:46,CMM1,QC009,pass,PO000291,PART-013,LOT-00291,2024-01-02 21:46:00,181,M010,OP066,2,PLANT2,delayed,True,-0.5714807675663809,False,False
M0000292,PART-035,LOT-00292,angle,45,46.0,44.0,44.872,1/22/2024 19:04,CMM3,QC015,pass,PO000292,PART-035,LOT-00292,2024-01-22 13:04:00,149,M002,OP097,1,PLANT3,completed,True,0.5028779216004082,False,False
M0000293,PART-023,LOT-00293,bore_diameter,50,50.4,49.6,50.015,1/3/2024 6:12,CMM3,QC004,pass,PO000293,PART-023,LOT-00293,2024-01-03 04:12:00,463,M011,OP035,3,PLANT1,completed,True,0.661335814872126,False,False
M0000294,PART-028,LOT-00294,flatness,0,0.1,0.0,0.022,1/20/2024 10:55,CMM3,QC005,pass,PO000294,PART-028,LOT-00294,2024-01-19 04:55:00,400,M015,OP050,3,PLANT2,delayed,True,-0.8789685713485593,False,False
M0000295,PART-032,LOT-00295,bore_diameter,50,50.4,49.6,50.211,1/24/2024 13:25,CMM1,QC019,pass,PO000295,PART-032,LOT-00295,2024-01-23 15:25:00,208,M017,OP035,2,PLANT1,completed,True,0.6673746535035194,False,False
M0000296,PART-006,LOT-00296,length,20,20.2,19.8,19.776,1/22/2024 12:20,CMM3,QC012,fail,PO000296,PART-006,LOT-00296,2024-01-20 14:20:00,328,M006,OP070,2,PLANT2,completed,False,-0.27033990642740197,False,False
M0000297,PART-006,LOT-00297,length,20,20.2,19.8,19.917,1/17/2024 19:10,CMM1,QC019,pass,PO000297,PART-006,LOT-00297,2024-01-15 22:10:00,358,M010,OP040,3,PLANT2,completed,True,-0.26599563986094027,False,False
M0000298,PART-028,LOT-00298,parallelism,0,0.1,0.0,0.071,1/9/2024 7:01,CMM3,QC007,pass,PO000298,PART-028,LOT-00298,2024-01-08 14:01:00,373,M015,OP045,2,PLANT2,completed,True,-0.8774588616907109,False,False
M0000299,PART-023,LOT-00299,parallelism,0,0.1,0.0,-0.065,1/30/2024 7:34,CMM1,QC019,fail,PO000299,PART-023,LOT-00299,2024-01-28 23:34:00,242,M009,OP082,3,PLANT1,completed,False,-0.8816490762512696,False,False
M0000300,PART-041,LOT-00300,outer_diameter,100,100.5,99.5,99.975,1/21/2024 3:41,CMM2,QC011,pass,PO000300,PART-041,LOT-00300,2024-01-19 11:41:00,206,M017,OP096,1,PLANT3,completed,True,2.200623457853852,False,False
M0000301,PART-002,LOT-00301,outer_diameter,100,100.5,99.5,100.098,1/8/2024 0:57,CMM3,QC015,pass,PO000301,PART-002,LOT-00301,2024-01-07 11:57:00,454,M020,OP087,1,PLANT2,completed,True,2.2044131371990634,False,False
M0000302,PART-005,LOT-00302,outer_diameter,100,100.5,99.5,100.047,1/12/2024 3:46,CMM1,QC015,pass,PO000302,PART-005,LOT-00302,2024-01-11 17:46:00,418,M012,OP047,2,PLANT2,delayed,True,2.2028418067388538,False,False
M0000303,PART-003,LOT-00303,angle,45,46.0,44.0,44.792,1/29/2024 17:55,CMM2,QC004,pass,PO000303,PART-003,LOT-00303,2024-01-28 12:55:00,98,M015,OP048,1,PLANT2,completed,True,0.500413089505962,False,False
M0000304,PART-005,LOT-00304,thickness,5,5.05,4.95,4.997,1/27/2024 21:52,CMM3,QC015,pass,PO000304,PART-005,LOT-00304,2024-01-27 02:52:00,90,M017,OP047,3,PLANT2,completed,True,-0.7256868254751788,False,False
M0000305,PART-018,LOT-00305,width,10,10.1,9.9,9.984,1/12/2024 18:38,CMM2,QC005,pass,PO000305,PART-018,LOT-00305,2024-01-12 08:38:00,78,M001,OP095,1,PLANT1,completed,True,-0.5720353547876313,False,False
M0000306,PART-025,LOT-00306,angle,45,46.0,44.0,44.804,1/27/2024 22:29,CMM3,QC008,pass,PO000306,PART-025,LOT-00306,2024-01-26 13:29:00,80,M009,OP100,1,PLANT2,completed,True,0.5007828143201289,False,False
M0000307,PART-014,LOT-00307,outer_diameter,100,100.5,99.5,100.142,1/30/2024 13:19,CMM3,QC016,pass,PO000307,PART-014,LOT-00307,2024-01-28 20:19:00,166,M016,OP026,2,PLANT1,completed,True,2.2057687948510085,False,False
M0000308,PART-005,LOT-00308,parallelism,0,0.1,0.0,0.012,1/23/2024 6:45,CMM2,QC015,pass,PO000308,PART-005,LOT-00308,2024-01-21 13:45:00,108,M015,OP012,1,PLANT3,delayed,True,-0.879276675360365,False,False
M0000309,PART-021,LOT-00309,parallelism,0,0.1,0.0,-0.023,1/18/2024 19:28,CMM2,QC010,fail,PO000309,PART-021,LOT-00309,2024-01-16 19:28:00,383,M003,OP071,2,PLANT3,completed,False,-0.8803550394016852,False,False
M0000310,PART-020,LOT-00310,width,10,10.1,9.9,10.03,1/8/2024 16:02,CMM3,QC011,pass,PO000310,PART-020,LOT-00310,2024-01-08 04:02:00,384,M006,OP047,3,PLANT3,completed,True,-0.5706180763333247,False,False
M0000311,PART-013,LOT-00311,thickness,5,5.05,4.95,5.005,1/8/2024 12:41,CMM3,QC016,pass,PO000311,PART-013,LOT-00311,2024-01-07 07:41:00,141,M016,OP004,1,PLANT2,completed,True,-0.7254403422657342,False,False
M0000312,PART-024,LOT-00312,length,20,20.2,19.8,20.054,1/23/2024 6:31,CMM2,QC016,pass,PO000312,PART-024,LOT-00312,2024-01-22 06:31:00,431,M018,OP017,1,PLANT3,in_progress,True,-0.26177461489920106,False,False
M0000313,PART-005,LOT-00313,outer_diameter,100,100.5,99.5,100.105,1/16/2024 2:49,CMM3,QC010,pass,PO000313,PART-005,LOT-00313,2024-01-15 01:49:00,223,M016,OP068,3,PLANT2,completed,True,2.2046288100073275,False,False
M0000314,PART-037,LOT-00314,width,10,10.1,9.9,9.972,1/6/2024 3:33,CMM3,QC002,pass,PO000314,PART-037,LOT-00314,2024-01-04 08:33:00,84,M011,OP083,1,PLANT1,completed,True,-0.5724050796017983,False,False
M0000315,PART-044,LOT-00315,length,20,20.2,19.8,19.963,1/26/2024 1:05,CMM1,QC008,pass,PO000315,PART-044,LOT-00315,2024-01-24 13:05:00,196,M005,OP100,1,PLANT3,completed,True,-0.26457836140663366,False,False
M0000316,PART-012,LOT-00316,thickness,5,5.05,4.95,5.012,1/8/2024 13:56,CMM1,QC010,pass,PO000316,PART-012,LOT-00316,2024-01-06 20:56:00,241,M017,OP008,2,PLANT1,completed,True,-0.7252246694574701,False,False
M0000317,PART-020,LOT-00317,length,20,20.2,19.8,20.041,1/10/2024 0:50,CMM2,QC002,pass,PO000317,PART-020,LOT-00317,2024-01-08 11:50:00,102,M011,OP091,1,PLANT1,completed,True,-0.2621751501145485,False,False
M0000318,PART-034,LOT-00318,bore_diameter,50,50.4,49.6,49.997,1/15/2024 10:15,CMM2,QC001,pass,PO000318,PART-034,LOT-00318,2024-01-13 22:15:00,453,M003,OP033,3,PLANT1,completed,True,0.6607812276508755,False,False
M0000319,PART-036,LOT-00319,outer_diameter,100,100.5,99.5,100.02,1/14/2024 9:46,CMM2,QC008,pass,PO000319,PART-036,LOT-00319,2024-01-13 11:46:00,84,M010,OP079,1,PLANT3,completed,True,2.202009925906978,False,False
M0000320,PART-042,LOT-00320,parallelism,0,0.1,0.0,0.043,1/9/2024 10:11,CMM1,QC013,pass,PO000320,PART-042,LOT-00320,2024-01-08 16:11:00,323,M019,OP020,2,PLANT1,completed,True,-0.8783215529237671,False,False
M0000321,PART-047,LOT-00321,flatness,0,0.1,0.0,-0.02,1/30/2024 8:58,CMM1,QC005,fail,PO000321,PART-047,LOT-00321,2024-01-28 12:58:00,192,M019,OP006,1,PLANT1,completed,False,-0.8802626081981435,False,False
M0000322,PART-042,LOT-00322,angle,45,46.0,44.0,45.182,1/27/2024 14:59,CMM1,QC008,pass,PO000322,PART-042,LOT-00322,2024-01-27 05:59:00,155,M007,OP099,3,PLANT3,completed,True,0.5124291459663878,False,False
M0000323,PART-041,LOT-00323,flatness,0,0.1,0.0,-0.007,1/2/2024 23:04,CMM1,QC020,fail,PO000323,PART-041,LOT-00323,2024-01-02 09:04:00,274,M018,OP038,1,PLANT3,delayed,False,-0.8798620729827961,False,False
M0000324,PART-031,LOT-00324,outer_diameter,100,100.5,99.5,99.964,1/12/2024 20:28,CMM3,QC002,pass,PO000324,PART-031,LOT-00324,2024-01-12 03:28:00,432,M013,OP039,3,PLANT2,completed,True,2.2002845434408655,False,False
M0000325,PART-004,LOT-00325,outer_diameter,100,100.5,99.5,100.183,1/8/2024 13:39,CMM2,QC008,pass,PO000325,PART-004,LOT-00325,2024-01-08 04:39:00,245,M014,OP062,3,PLANT2,completed,True,2.207032021299413,False,False
M0000326,PART-039,LOT-00326,outer_diameter,100,100.5,99.5,100.138,1/7/2024 19:55,CMM2,QC006,pass,PO000326,PART-039,LOT-00326,2024-01-07 12:55:00,180,M011,OP094,1,PLANT2,delayed,True,2.2056455532462866,False,False
M0000327,PART-009,LOT-00327,length,20,20.2,19.8,20.054,1/18/2024 0:43,CMM2,QC016,pass,PO000327,PART-009,LOT-00327,2024-01-17 20:43:00,283,M018,OP014,2,PLANT2,completed,True,-0.26177461489920106,False,False
M0000328,PART-008,LOT-00328,angle,45,46.0,44.0,45.435,1/13/2024 4:09,CMM1,QC003,pass,PO000328,PART-008,LOT-00328,2024-01-13 04:09:00,250,M008,OP019,3,PLANT1,completed,True,0.5202241774650743,False,False
M0000329,PART-025,LOT-00329,thickness,5,5.05,4.95,5.0,1/30/2024 15:09,CMM1,QC007,pass,PO000329,PART-025,LOT-00329,2024-01-29 00:09:00,234,M008,OP021,3,PLANT2,delayed,True,-0.7255943942716371,False,False
M0000330,PART-047,LOT-00330,angle,45,46.0,44.0,45.227,1/17/2024 4:34,CMM2,QC015,pass,PO000330,PART-047,LOT-00330,2024-01-15 05:34:00,117,M006,OP064,3,PLANT3,completed,True,0.5138156140195137,False,False
M0000331,PART-020,LOT-00331,thickness,5,5.05,4.95,4.995,1/25/2024 3:15,CMM3,QC008,pass,PO000331,PART-020,LOT-00331,2024-01-23 15:15:00,31,M003,OP051,2,PLANT3,completed,True,-0.7257484462775399,False,False
M0000332,PART-016,LOT-00332,angle,45,46.0,44.0,45.108,1/12/2024 13:59,CMM2,QC016,pass,PO000332,PART-016,LOT-00332,2024-01-10 18:59:00,318,M012,OP007,2,PLANT1,completed,True,0.5101491762790248,False,False
M0000333,PART-039,LOT-00333,parallelism,0,0.1,0.0,-0.004,1/30/2024 23:37,CMM2,QC008,fail,PO000333,PART-039,LOT-00333,2024-01-30 18:37:00,364,M016,OP037,2,PLANT3,completed,False,-0.8797696417792543,False,False
M0000334,PART-007,LOT-00334,bore_diameter,50,50.4,49.6,50.013,1/21/2024 0:41,CMM2,QC006,pass,PO000334,PART-007,LOT-00334,2024-01-20 14:41:00,88,M009,OP094,2,PLANT2,completed,True,0.6612741940697647,False,False
M0000335,PART-024,LOT-00335,thickness,5,5.05,4.95,5.01,1/3/2024 16:25,CMM2,QC011,pass,PO000335,PART-024,LOT-00335,2024-01-03 01:25:00,225,M002,OP073,3,PLANT3,completed,True,-0.7252862902598314,False,False
M0000336,PART-036,LOT-00336,bore_diameter,50,50.4,49.6,50.525,1/14/2024 4:13,CMM3,QC002,fail,PO000336,PART-036,LOT-00336,2024-01-14 03:13:00,57,M013,OP065,3,PLANT2,completed,False,0.6770491194742212,False,False
M0000337,PART-018,LOT-00337,bore_diameter,50,50.4,49.6,49.891,1/30/2024 13:44,CMM2,QC003,pass,PO000337,PART-018,LOT-00337,2024-01-29 08:44:00,368,M020,OP016,1,PLANT1,delayed,True,0.6575153251257342,False,False
M0000338,PART-026,LOT-00338,thickness,5,5.05,4.95,5.035,1/19/2024 3:37,CMM3,QC016,pass,PO000338,PART-026,LOT-00338,2024-01-17 23:37:00,426,M011,OP072,3,PLANT2,completed,True,-0.7245160302303167,False,False
M0000339,PART-013,LOT-00339,width,10,10.1,9.9,9.966,1/30/2024 7:03,CMM2,QC011,pass,PO000339,PART-013,LOT-00339,2024-01-28 10:03:00,280,M013,OP065,1,PLANT1,completed,True,-0.5725899420088818,False,False
M0000340,PART-009,LOT-00340,thickness,5,5.05,4.95,4.98,1/16/2024 6:46,CMM3,QC010,pass,PO000340,PART-009,LOT-00340,2024-01-16 03:46:00,431,M016,OP067,3,PLANT2,completed,True,-0.7262106022952486,False,False
M0000341,PART-033,LOT-00341,length,20,20.2,19.8,20.077,1/7/2024 15:40,CMM2,QC020,pass,PO000341,PART-033,LOT-00341,2024-01-07 08:40:00,187,M020,OP041,1,PLANT1,completed,True,-0.26106597567204765,False,False
M0000342,PART-040,LOT-00342,parallelism,0,0.1,0.0,0.026,1/16/2024 12:50,CMM3,QC002,pass,PO000342,PART-040,LOT-00342,2024-01-14 14:50:00,323,M011,OP065,2,PLANT3,completed,True,-0.8788453297438369,False,False
M0000343,PART-046,LOT-00343,flatness,0,0.1,0.0,0.021,1/27/2024 13:51,CMM2,QC019,pass,PO000343,PART-046,LOT-00343,2024-01-26 14:51:00,173,M016,OP003,2,PLANT2,completed,True,-0.8789993817497398,False,False
M0000344,PART-008,LOT-00344,width,10,10.1,9.9,10.021,1/20/2024 17:58,CMM1,QC019,pass,PO000344,PART-008,LOT-00344,2024-01-19 22:58:00,318,M010,OP093,3,PLANT3,completed,True,-0.57089536994395,False,False
M0000345,PART-039,LOT-00345,flatness,0,0.1,0.0,0.0,1/23/2024 7:22,CMM2,QC007,pass,PO000345,PART-039,LOT-00345,2024-01-22 14:22:00,155,M019,OP074,2,PLANT1,completed,True,-0.879646400174532,False,False
M0000346,PART-038,LOT-00346,length,20,20.2,19.8,19.94,1/24/2024 16:46,CMM2,QC006,pass,PO000346,PART-038,LOT-00346,2024-01-22 20:46:00,107,M017,OP081,2,PLANT3,completed,True,-0.26528700063378696,False,False
M0000347,PART-025,LOT-00347,parallelism,0,0.1,0.0,0.003,1/8/2024 7:24,CMM2,QC015,pass,PO000347,PART-025,LOT-00347,2024-01-07 17:24:00,440,M008,OP005,2,PLANT3,delayed,True,-0.8795539689709903,False,False
M0000348,PART-008,LOT-00348,width,10,10.1,9.9,9.977,1/11/2024 0:23,CMM1,QC008,pass,PO000348,PART-008,LOT-00348,2024-01-09 16:23:00,29,M015,OP041,2,PLANT2,completed,True,-0.5722510275958954,False,False
M0000349,PART-045,LOT-00349,width,10,10.1,9.9,10.121,1/10/2024 21:42,CMM3,QC007,fail,PO000349,PART-045,LOT-00349,2024-01-10 06:42:00,230,M017,OP100,1,PLANT3,delayed,False,-0.567814329825892,False,False
M0000350,PART-048,LOT-00350,bore_diameter,50,50.4,49.6,50.13,1/4/2024 10:01,CMM2,QC010,pass,PO000350,PART-048,LOT-00350,2024-01-03 20:01:00,381,M005,OP067,2,PLANT1,completed,True,0.6648790110078927,False,False
M0000351,PART-043,LOT-00351,outer_diameter,100,100.5,99.5,99.975,1/23/2024 3:30,CMM2,QC016,pass,PO000351,PART-043,LOT-00351,2024-01-22 18:30:00,289,M013,OP041,2,PLANT1,completed,True,2.200623457853852,False,False
M0000352,PART-035,LOT-00352,thickness,5,5.05,4.95,4.934,1/18/2024 10:54,CMM2,QC006,fail,PO000352,PART-035,LOT-00352,2024-01-16 13:54:00,299,M012,OP087,1,PLANT3,completed,False,-0.7276278807495552,False,False
M0000353,PART-045,LOT-00353,bore_diameter,50,50.4,49.6,49.89,1/13/2024 22:45,CMM1,QC011,pass,PO000353,PART-045,LOT-00353,2024-01-13 00:45:00,332,M016,OP025,3,PLANT1,completed,True,0.6574845147245536,False,False
M0000354,PART-020,LOT-00354,outer_diameter,100,100.5,99.5,99.946,1/11/2024 13:36,CMM1,QC005,pass,PO000354,PART-020,LOT-00354,2024-01-11 05:36:00,172,M010,OP091,3,PLANT1,completed,True,2.199729956219615,False,False
M0000355,PART-032,LOT-00355,angle,45,46.0,44.0,45.138,1/15/2024 11:17,CMM2,QC003,pass,PO000355,PART-032,LOT-00355,2024-01-15 10:17:00,265,M012,OP072,1,PLANT3,completed,True,0.5110734883144422,False,False
M0000356,PART-008,LOT-00356,angle,45,46.0,44.0,44.812,1/27/2024 22:23,CMM3,QC016,pass,PO000356,PART-008,LOT-00356,2024-01-27 02:23:00,366,M018,OP049,3,PLANT2,in_progress,True,0.5010292975295735,False,False
M0000357,PART-050,LOT-00357,bore_diameter,50,50.4,49.6,49.89,1/8/2024 8:59,CMM3,QC002,pass,PO000357,PART-050,LOT-00357,2024-01-07 15:59:00,168,M002,OP037,2,PLANT3,completed,True,0.6574845147245536,False,False
M0000358,PART-029,LOT-00358,thickness,5,5.05,4.95,5.004,2/1/2024 13:29,CMM3,QC010,pass,PO000358,PART-029,LOT-00358,2024-01-30 20:29:00,151,M016,OP028,2,PLANT1,in_progress,True,-0.7254711526669148,False,False
M0000359,PART-018,LOT-00359,angle,45,46.0,44.0,45.082,1/26/2024 17:52,CMM1,QC019,pass,PO000359,PART-018,LOT-00359,2024-01-26 13:52:00,376,M009,OP018,1,PLANT1,completed,True,0.5093481058483299,False,False
M0000360,PART-038,LOT-00360,length,20,20.2,19.8,19.966,1/12/2024 20:21,CMM1,QC005,pass,PO000360,PART-038,LOT-00360,2024-01-11 21:21:00,144,M002,OP086,2,PLANT3,completed,True,-0.2644859302030919,False,False
M0000361,PART-015,LOT-00361,angle,45,46.0,44.0,44.843,1/3/2024 11:20,CMM2,QC017,pass,PO000361,PART-015,LOT-00361,2024-01-03 09:20:00,71,M014,OP043,1,PLANT3,completed,True,0.5019844199661716,False,False
M0000362,PART-044,LOT-00362,outer_diameter,100,100.5,99.5,100.039,1/7/2024 21:09,CMM3,QC012,pass,PO000362,PART-044,LOT-00362,2024-01-07 06:09:00,22,M018,OP021,1,PLANT2,completed,True,2.202595323529409,False,False
M0000363,PART-031,LOT-00363,bore_diameter,50,50.4,49.6,49.807,1/24/2024 16:30,CMM1,QC010,pass,PO000363,PART-031,LOT-00363,2024-01-22 17:30:00,353,M007,OP097,2,PLANT2,completed,True,0.6549272514265656,False,False
M0000364,PART-042,LOT-00364,thickness,5,5.05,4.95,4.977,1/3/2024 20:37,CMM3,QC016,pass,PO000364,PART-042,LOT-00364,2024-01-03 16:37:00,484,M003,OP084,2,PLANT3,completed,True,-0.7263030334987903,False,False
M0000365,PART-048,LOT-00365,outer_diameter,100,100.5,99.5,99.88,1/3/2024 23:44,CMM2,QC012,pass,PO000365,PART-048,LOT-00365,2024-01-02 16:44:00,487,M006,OP054,2,PLANT1,delayed,True,2.197696469741697,False,False
M0000366,PART-003,LOT-00366,parallelism,0,0.1,0.0,-0.007,1/20/2024 2:37,CMM2,QC008,fail,PO000366,PART-003,LOT-00366,2024-01-19 01:37:00,423,M016,OP024,3,PLANT3,delayed,False,-0.8798620729827961,False,False
M0000367,PART-019,LOT-00367,length,20,20.2,19.8,20.021,1/4/2024 8:55,CMM3,QC005,pass,PO000367,PART-019,LOT-00367,2024-01-02 16:55:00,24,M010,OP073,2,PLANT3,completed,True,-0.26279135813816007,False,False
M0000368,PART-022,LOT-00368,thickness,5,5.05,4.95,5.025,1/13/2024 23:49,CMM2,QC004,pass,PO000368,PART-022,LOT-00368,2024-01-13 22:49:00,252,M018,OP068,3,PLANT2,in_progress,True,-0.7248241342421227,False,False
M0000369,PART-009,LOT-00369,flatness,0,0.1,0.0,0.029,1/24/2024 2:44,CMM3,QC018,pass,PO000369,PART-009,LOT-00369,2024-01-23 22:44:00,259,M009,OP025,3,PLANT1,completed,True,-0.8787528985402951,False,False
M0000370,PART-047,LOT-00370,angle,45,46.0,44.0,44.947,1/23/2024 18:15,CMM2,QC008,pass,PO000370,PART-047,LOT-00370,2024-01-21 21:15:00,351,M009,OP092,2,PLANT1,completed,True,0.5051887016889518,False,False
M0000371,PART-022,LOT-00371,angle,45,46.0,44.0,44.994,1/14/2024 10:14,CMM2,QC014,pass,PO000371,PART-022,LOT-00371,2024-01-14 10:14:00,310,M007,OP023,1,PLANT3,in_progress,True,0.5066367905444389,False,False
M0000372,PART-026,LOT-00372,outer_diameter,100,100.5,99.5,99.833,1/21/2024 5:09,CMM1,QC002,pass,PO000372,PART-026,LOT-00372,2024-01-20 11:09:00,283,M011,OP012,1,PLANT2,completed,True,2.19624838088621,False,False
M0000373,PART-012,LOT-00373,angle,45,46.0,44.0,44.994,1/9/2024 3:35,CMM2,QC017,pass,PO000373,PART-012,LOT-00373,2024-01-07 09:35:00,264,M011,OP032,1,PLANT1,completed,True,0.5066367905444389,False,False
M0000374,PART-016,LOT-00374,angle,45,46.0,44.0,44.904,1/22/2024 9:57,CMM3,QC015,pass,PO000374,PART-016,LOT-00374,2024-01-21 07:57:00,405,M009,OP043,1,PLANT2,completed,True,0.5038638544381869,False,False
M0000375,PART-037,LOT-00375,parallelism,0,0.1,0.0,0.011,1/2/2024 7:29,CMM1,QC007,pass,PO000375,PART-037,LOT-00375,2024-01-01 12:29:00,153,M012,OP089,1,PLANT1,completed,True,-0.8793074857615456,False,False
M0000376,PART-008,LOT-00376,flatness,0,0.1,0.0,-0.012,1/24/2024 4:20,CMM3,QC002,fail,PO000376,PART-008,LOT-00376,2024-01-22 04:20:00,177,M006,OP052,3,PLANT3,completed,False,-0.880016124988699,False,False
M0000377,PART-046,LOT-00377,outer_diameter,100,100.5,99.5,99.306,1/16/2024 5:40,CMM3,QC004,fail,PO000377,PART-046,LOT-00377,2024-01-15 03:40:00,373,M004,OP082,3,PLANT2,completed,False,2.1800112994640446,False,True
M0000378,PART-015,LOT-00378,bore_diameter,50,50.4,49.6,49.89,1/12/2024 13:20,CMM1,QC016,pass,PO000378,PART-015,LOT-00378,2024-01-10 23:20:00,88,M016,OP020,3,PLANT2,completed,True,0.6574845147245536,False,False
M0000379,PART-039,LOT-00379,outer_diameter,100,100.5,99.5,100.087,1/18/2024 13:05,CMM1,QC009,pass,PO000379,PART-039,LOT-00379,2024-01-18 00:05:00,232,M018,OP061,3,PLANT3,in_progress,True,2.204074222786077,False,False
M0000380,PART-014,LOT-00380,flatness,0,0.1,0.0,0.051,1/13/2024 6:17,CMM1,QC018,pass,PO000380,PART-014,LOT-00380,2024-01-12 06:17:00,368,M020,OP011,1,PLANT3,completed,True,-0.8780750697143225,False,False
M0000381,PART-046,LOT-00381,outer_diameter,100,100.5,99.5,99.982,1/18/2024 19:09,CMM2,QC018,pass,PO000381,PART-046,LOT-00381,2024-01-17 11:09:00,59,M019,OP015,1,PLANT1,in_progress,True,2.200839130662116,False,False
M0000382,PART-033,LOT-00382,angle,45,46.0,44.0,45.134,1/11/2024 23:48,CMM2,QC014,pass,PO000382,PART-033,LOT-00382,2024-01-10 04:48:00,313,M018,OP020,3,PLANT1,completed,True,0.51095024670972,False,False
M0000383,PART-034,LOT-00383,bore_diameter,50,50.4,49.6,50.092,1/22/2024 18:36,CMM1,QC019,pass,PO000383,PART-034,LOT-00383,2024-01-21 02:36:00,79,M007,OP092,3,PLANT3,completed,True,0.6637082157630305,False,False
M0000384,PART-033,LOT-00384,flatness,0,0.1,0.0,-0.013,1/22/2024 7:35,CMM3,QC018,fail,PO000384,PART-033,LOT-00384,2024-01-21 06:35:00,434,M002,OP059,1,PLANT1,completed,False,-0.8800469353898795,False,False
M0000385,PART-030,LOT-00385,length,20,20.2,19.8,20.015,1/27/2024 2:56,CMM3,QC002,pass,PO000385,PART-030,LOT-00385,2024-01-26 15:56:00,49,M018,OP060,2,PLANT3,in_progress,True,-0.26297622054524356,False,False
M0000386,PART-047,LOT-00386,bore_diameter,50,50.4,49.6,50.002,1/2/2024 8:46,CMM3,QC016,pass,PO000386,PART-047,LOT-00386,2024-01-01 23:46:00,222,M009,OP001,3,PLANT3,completed,True,0.6609352796567786,False,False
M0000387,PART-005,LOT-00387,length,20,20.2,19.8,20.007,1/4/2024 23:28,CMM3,QC018,pass,PO000387,PART-005,LOT-00387,2024-01-03 01:28:00,236,M012,OP090,3,PLANT1,completed,True,-0.26322270375468815,False,False
M0000388,PART-004,LOT-00388,outer_diameter,100,100.5,99.5,99.871,1/4/2024 21:23,CMM2,QC005,pass,PO000388,PART-004,LOT-00388,2024-01-04 03:23:00,498,M016,OP005,3,PLANT2,completed,True,2.197419176131072,False,False
M0000389,PART-050,LOT-00389,width,10,10.1,9.9,10.001,1/8/2024 1:55,CMM2,QC010,pass,PO000389,PART-050,LOT-00389,2024-01-07 03:55:00,412,M014,OP048,3,PLANT2,completed,True,-0.5715115779675616,False,False
M0000390,PART-025,LOT-00390,bore_diameter,50,50.4,49.6,50.066,1/18/2024 16:18,CMM3,QC001,pass,PO000390,PART-025,LOT-00390,2024-01-18 02:18:00,61,M018,OP018,3,PLANT3,in_progress,True,0.6629071453323356,False,False
M0000391,PART-008,LOT-00391,width,10,10.1,9.9,10.128,1/10/2024 11:56,CMM3,QC019,fail,PO000391,PART-008,LOT-00391,2024-01-09 02:56:00,295,M013,OP068,3,PLANT1,completed,False,-0.567598657017628,False,False
M0000392,PART-015,LOT-00392,angle,45,46.0,44.0,45.484,1/1/2024 19:47,CMM2,QC010,pass,PO000392,PART-015,LOT-00392,2024-01-01 03:47:00,407,M001,OP039,3,PLANT2,completed,True,0.5217338871229227,False,False
M0000393,PART-035,LOT-00393,width,10,10.1,9.9,10.032,1/20/2024 12:15,CMM2,QC013,pass,PO000393,PART-035,LOT-00393,2024-01-20 07:15:00,292,M013,OP030,1,PLANT1,completed,True,-0.5705564555309636,False,False
M0000394,PART-010,LOT-00394,parallelism,0,0.1,0.0,0.072,1/13/2024 15:04,CMM2,QC013,pass,PO000394,PART-010,LOT-00394,2024-01-13 13:04:00,116,M004,OP005,1,PLANT3,completed,True,-0.8774280512895303,False,False
M0000395,PART-050,LOT-00395,flatness,0,0.1,0.0,-0.026,1/1/2024 21:05,CMM3,QC011,fail,PO000395,PART-050,LOT-00395,2024-01-01 17:05:00,143,M007,OP009,2,PLANT1,completed,False,-0.880447470605227,False,False
M0000396,PART-029,LOT-00396,parallelism,0,0.1,0.0,0.029,1/28/2024 9:56,CMM2,QC010,pass,PO000396,PART-029,LOT-00396,2024-01-28 04:56:00,364,M002,OP032,3,PLANT3,completed,True,-0.8787528985402951,False,False
M0000397,PART-029,LOT-00397,angle,45,46.0,44.0,45.061,1/12/2024 13:57,CMM3,QC020,pass,PO000397,PART-029,LOT-00397,2024-01-11 15:57:00,296,M007,OP097,2,PLANT1,completed,True,0.5087010874235377,False,False
M0000398,PART-019,LOT-00398,angle,45,46.0,44.0,45.73,1/12/2024 4:46,CMM2,QC008,pass,PO000398,PART-019,LOT-00398,2024-01-11 15:46:00,437,M019,OP041,2,PLANT3,completed,True,0.5293132458133449,False,False
M0000399,PART-044,LOT-00399,outer_diameter,100,100.5,99.5,99.865,1/17/2024 6:15,CMM3,QC015,pass,PO000399,PART-044,LOT-00399,2024-01-15 14:15:00,141,M010,OP019,2,PLANT3,completed,True,2.1972343137239885,False,False
